Dataset,Original Rows,Columns,Type,Silhouettescore,DaviesBouldinscore,Calinskiharabazscore,Cohesionscore,Separationscore,RMSSTDscore,RSscore,XBscore,Adjustedrandomscore,Adjusted_mutual_info_score,Fowlkes_mallows_score,Normalizedmutualinfoscore,imbalanced_ratio_before_sampling,total_hypersphere,hypersphere_minority,hypersphere_majority,samplesperhypersphere,samplesperhypersphere_minority,samplesperhypersphere_majority,Average distance between class,overlapping,None,SMOTE,NearMiss,SMOTEENN,Randomoversampling,ADASYN,BorderlineSMOTE,SVMSMOTE,RandomUnderSampler,ClusterCentroids,NearMissversion1,NearMissversion2,NearMissversion3,TomekLinks,EditedNearestNeighbours,RepeatedEditedNearestNeighbours,AllKNN,CondensedNearestNeighbour,NeighbourhoodCleaningRule,InstanceHardnessThreshold,SMOTETomek,KNN,DT,GNB,SVM,RF,F1,G-mean,Accuracy,Precision,Recall
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.97459167,0.973490507,0.973876153,0.950516039,1
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.975278717,0.974238613,0.974603426,0.951812094,1
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.713833782,0.699201429,0.702400527,0.694941419,0.738802497
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.806979435,0.810772064,0.814213439,0.847218325,0.776441341
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.992114398,0.991960933,0.99201581,0.984405421,1
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.910220213,0.906515191,0.907487724,0.882175616,0.941434092
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.870419322,0.874281397,0.875474453,0.900613627,0.843548733
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.69635122,0.676390353,0.67944791,0.6560465,0.74262559
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.837836435,0.841598405,0.845621765,0.855291559,0.831859167
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.92631527,0.927250094,0.927883212,0.93954136,0.915113783
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.958289751,0.956699434,0.957180501,0.936952155,0.981138263
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.934751699,0.932740205,0.933235837,0.915888572,0.955019571
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.744817148,0.722455134,0.727096179,0.70777668,0.789590606
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.918545933,0.917082733,0.917272727,0.904443472,0.933291019
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.969062939,0.968690749,0.968811594,0.958832962,0.979699566
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.925460892,0.944737621,0.944814611,0.906667626,0.947341772
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.877226144,0.90485212,0.908933328,0.864265368,0.892025316
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.651654443,0.710675437,0.7073775,0.58685573,0.743322785
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.883876422,0.901812158,0.919025071,0.924972423,0.849113924
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.937368098,0.948810047,0.955874519,0.949913575,0.927246835
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.559576883,0.565248228,0.573529412,0.584920635,0.547222222
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.674883287,0.674456621,0.678676471,0.691666667,0.666666667
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.595424837,0.618021843,0.643382353,0.613412698,0.591666667
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.602222222,0.610830283,0.619852941,0.603174603,0.619444444
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.69,0.698705443,0.701470588,0.719047619,0.666666667
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.530266106,0.573086826,0.595588235,0.61547619,0.472222222
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.655335397,0.635531668,0.644852941,0.628225108,0.688888889
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.627365729,0.550588093,0.583088235,0.552669553,0.733333333
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.667335004,0.596073944,0.619852941,0.583682984,0.786111111
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.673082707,0.692283723,0.704411765,0.754285714,0.616666667
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.563490105,0.593222246,0.630147059,0.756111111,0.472222222
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.714278075,0.689513581,0.703676471,0.705616606,0.736111111
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.728238866,0.734669793,0.751470588,0.826428571,0.666666667
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.719172932,0.702562481,0.714705882,0.735367965,0.713888889
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.708164642,0.704687896,0.726470588,0.736666667,0.705555556
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.921428571,0.925971922,0.929411765,1,0.861111111
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.862277262,0.853570431,0.857352941,0.850555556,0.883333333
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.881330532,0.888532495,0.893382353,0.977777778,0.813888889
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.797655678,0.81654423,0.833088235,1,0.672222222
abalone9-18.csv,731,8,0,0.521732801,0.699663904,945.2961275,250.2008679,324.4360926,0.207126491,0.564593152,0.17580708,0.01336687,0.001432505,0.700532419,0.003027843,0.06095791,85,27,58,8.6,1.555555556,11.87931034,1.001609192,0.032760204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.925676937,0.926712118,0.929411765,0.96,0.905555556
