Dataset,Original Rows,Columns,Type,Silhouettescore,DaviesBouldinscore,Calinskiharabazscore,Cohesionscore,Separationscore,RMSSTDscore,RSscore,XBscore,Adjustedrandomscore,Adjusted_mutual_info_score,Fowlkes_mallows_score,Normalizedmutualinfoscore,imbalanced_ratio_before_sampling,total_hypersphere,hypersphere_minority,hypersphere_majority,samplesperhypersphere,samplesperhypersphere_minority,samplesperhypersphere_majority,Average distance between class,overlapping,ComplexityMetric,WeightedCM,DualWeightedCM,None,SMOTE,NearMiss,SMOTEENN,Randomoversampling,ADASYN,BorderlineSMOTE,SVMSMOTE,RandomUnderSampler,ClusterCentroids,NearMissversion1,NearMissversion2,NearMissversion3,TomekLinks,EditedNearestNeighbours,RepeatedEditedNearestNeighbours,AllKNN,CondensedNearestNeighbour,NeighbourhoodCleaningRule,InstanceHardnessThreshold,SMOTETomek,KNN,DT,GNB,SVM,RF,F1,G-mean,Accuracy,Precision,Recall,AUC-ROC,AUC-PR,BalancedAccuracy,CWA
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.949528119,0.948884061,0.950257732,0.962128465,0.592748122,0.989737457,0.977972188,0.200696043,0.068810964
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.969099196,0.968617636,0.968857388,0.979616924,0.581353246,0.992531179,0.991362466,0.204409014,0.070363051
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.938832146,0.937240417,0.937908076,0.934871908,0.745859119,0.971223958,0.971671807,0.194532828,0.071345539
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.894898939,0.89149614,0.89237543,0.836988231,0.691477972,0.910606222,0.933102955,0.181988958,0.067140026
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.931962197,0.924967403,0.927598797,0.912703219,0.797862088,0.966650723,0.96633039,0.19709115,0.072973609
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.942668167,0.939225294,0.940034364,0.917683755,0.554506928,0.964214853,0.936553925,0.194040254,0.07244638
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.945563007,0.943710733,0.944136598,0.938196914,0.589054317,0.971432115,0.96525191,0.195011875,0.072715764
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.931603113,0.931229901,0.931636598,0.94254235,0.763840445,0.97279443,0.970601012,0.249886455,0.062135181
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.901024489,0.899840323,0.900493986,0.820384115,0.697310799,0.92399465,0.845296259,0.240926976,0.060362951
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.946878306,0.945572449,0.946155498,0.943869187,0.831442259,0.978842474,0.976193263,0.249389955,0.062055779
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.938410563,0.936661563,0.937757732,0.913482609,0.539901785,0.944045848,0.929520087,0.249403364,0.062114095
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.946668234,0.945877622,0.946155498,0.962191476,0.560600353,0.977855726,0.968472373,0.248512109,0.062052751
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.937706682,0.926950552,0.931743986,0.925118576,0.733057347,0.954180839,0.961482911,0.217461487,0.073386732
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.903553555,0.884314008,0.894566151,0.83737356,0.67130102,0.903008964,0.940497223,0.209682137,0.070462119
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.928060376,0.902591285,0.915249141,0.903469968,0.794524595,0.949492453,0.95929237,0.216124713,0.073182497
BreastCancer.csv,699,8,0,0.57844832,0.790520094,975.8074862,16676.35837,23347.08083,1.729375202,0.583335198,0.158728941,0.823167301,0.715623327,0.920658964,0.715941913,0.526200873,68,46,22,10.27941176,5.239130435,20.81818182,2.185602778,0.247839365,0.053941909,0.078838174,0.082987552,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.951470052,0.93866204,0.944243986,0.914831407,0.540965828,0.956545848,0.940190192,0.216386218,0.073256958
