Dataset,Original Rows,Columns,Type,Silhouettescore,DaviesBouldinscore,Calinskiharabazscore,Cohesionscore,Separationscore,RMSSTDscore,RSscore,XBscore,Adjustedrandomscore,Adjusted_mutual_info_score,Fowlkes_mallows_score,Normalizedmutualinfoscore,imbalanced_ratio_before_sampling,total_hypersphere,hypersphere_minority,hypersphere_majority,samplesperhypersphere,samplesperhypersphere_minority,samplesperhypersphere_majority,Average distance between class,overlapping,ComplexityMetric,WeightedCM,DualWeightedCM,None,SMOTE,NearMiss,SMOTEENN,Randomoversampling,ADASYN,BorderlineSMOTE,SVMSMOTE,RandomUnderSampler,ClusterCentroids,NearMissversion1,NearMissversion2,NearMissversion3,TomekLinks,EditedNearestNeighbours,RepeatedEditedNearestNeighbours,AllKNN,CondensedNearestNeighbour,NeighbourhoodCleaningRule,InstanceHardnessThreshold,SMOTETomek,KNN,DT,GNB,SVM,RF,F1,G-mean,Accuracy,Precision,Recall,AUC-ROC,AUC-PR,BalancedAccuracy,CWA
winequality-red-4.csv,1599,11,0,0.603422034731152,0.6169926311332921,2820.8950335013647,691909.8671253185,1222169.7606790233,6.275899225642083,0.6385156306589947,0.10964381998638556,-0.008072417773764086,-9.653358200021863e-05,0.7549151683182678,0.0007825325177864268,0.03428201811125485,179,38,141,8.932960893854748,1.394736842105263,10.964539007092199,1.3329146703371524,0.014827314727475211,1.0,0.9622641509433962,0.9622641509433962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.964980407523511,0.27633976167578506,0.28909090909090907,0.472285890537065,0.056136263916521864,0.16666666666666666,0.3716392331525949
winequality-red-4.csv,1599,11,0,0.603422034731152,0.6169926311332921,2820.8950335013647,691909.8671253185,1222169.7606790233,6.275899225642083,0.6385156306589947,0.10964381998638556,-0.008072417773764086,-9.653358200021863e-05,0.7549151683182678,0.0007825325177864268,0.03428201811125485,179,38,141,8.932960893854748,1.394736842105263,10.964539007092199,1.3329146703371524,0.014827314727475211,1.0,0.9622641509433962,0.9622641509433962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.11315723421985283,0.3518416623269659,0.9155701410658308,0.3727085390481402,0.3909090909090909,0.5569294574305536,0.14261100606437335,0.16666666666666666,0.3716392331525949
winequality-red-4.csv,1599,11,0,0.603422034731152,0.6169926311332921,2820.8950335013647,691909.8671253185,1222169.7606790233,6.275899225642083,0.6385156306589947,0.10964381998638556,-0.008072417773764086,-9.653358200021863e-05,0.7549151683182678,0.0007825325177864268,0.03428201811125485,179,38,141,8.932960893854748,1.394736842105263,10.964539007092199,1.3329146703371524,0.014827314727475211,1.0,0.9622641509433962,0.9622641509433962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.09054475334963141,0.30074191234662717,0.9293279780564262,0.06497955239211681,0.5909955717270013,0.6531165143448263,0.08721002759951282,0.16666666666666666,0.3716392331525949
winequality-red-4.csv,1599,11,0,0.603422034731152,0.6169926311332921,2820.8950335013647,691909.8671253185,1222169.7606790233,6.275899225642083,0.6385156306589947,0.10964381998638556,-0.008072417773764086,-9.653358200021863e-05,0.7549151683182678,0.0007825325177864268,0.03428201811125485,179,38,141,8.932960893854748,1.394736842105263,10.964539007092199,1.3329146703371524,0.014827314727475211,1.0,0.9622641509433962,0.9622641509433962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.966855407523511,0.04558393828129369,0.5011659571182058,0.54426045611138,0.048735334250867714,0.16666666666666666,0.3716392331525949
winequality-red-4.csv,1599,11,0,0.603422034731152,0.6169926311332921,2820.8950335013647,691909.8671253185,1222169.7606790233,6.275899225642083,0.6385156306589947,0.10964381998638556,-0.008072417773764086,-9.653358200021863e-05,0.7549151683182678,0.0007825325177864268,0.03428201811125485,179,38,141,8.932960893854748,1.394736842105263,10.964539007092199,1.3329146703371524,0.014827314727475211,1.0,0.9622641509433962,0.9622641509433962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.966230407523511,0.14869885800559327,0.35358730158730156,0.7463549241237936,0.11386165796396483,0.16666666666666666,0.3716392331525949
winequality-red-4.csv,1599,11,0,0.603422034731152,0.6169926311332921,2820.8950335013647,691909.8671253185,1222169.7606790233,6.275899225642083,0.6385156306589947,0.10964381998638556,-0.008072417773764086,-9.653358200021863e-05,0.7549151683182678,0.0007825325177864268,0.03428201811125485,179,38,141,8.932960893854748,1.394736842105263,10.964539007092199,1.3329146703371524,0.014827314727475211,1.0,0.9622641509433962,0.9622641509433962,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9427738535497046,0.9169211714566788,0.9307954690085275,0.9145768432326419,0.8040658938194646,0.9792002668119469,0.9845453185195792,0.13333333333333333,0.3727065697927581
winequality-red-4.csv,1599,11,0,0.603422034731152,0.6169926311332921,2820.8950335013647,691909.8671253185,1222169.7606790233,6.275899225642083,0.6385156306589947,0.10964381998638556,-0.008072417773764086,-9.653358200021863e-05,0.7549151683182678,0.0007825325177864268,0.03428201811125485,179,38,141,8.932960893854748,1.394736842105263,10.964539007092199,1.3329146703371524,0.014827314727475211,1.0,0.9622641509433962,0.9622641509433962,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9280911869917011,0.9063695223459582,0.9151533664248441,0.8229191442354201,0.6531810809396745,0.907918474556365,0.9406748806331187,0.10666666666666666,0.30026443469592295
winequality-red-4.csv,1599,11,0,0.603422034731152,0.6169926311332921,2820.8950335013647,691909.8671253185,1222169.7606790233,6.275899225642083,0.6385156306589947,0.10964381998638556,-0.008072417773764086,-9.653358200021863e-05,0.7549151683182678,0.0007825325177864268,0.03428201811125485,179,38,141,8.932960893854748,1.394736842105263,10.964539007092199,1.3329146703371524,0.014827314727475211,1.0,0.9622641509433962,0.9622641509433962,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8085436213877104,0.738441036909917,0.7656476178354759,0.8066105207875403,0.6228916295614455,0.8331282412248593,0.8542032945882276,0.13333333333333333,0.3727065697927581
winequality-red-4.csv,1599,11,0,0.603422034731152,0.6169926311332921,2820.8950335013647,691909.8671253185,1222169.7606790233,6.275899225642083,0.6385156306589947,0.10964381998638556,-0.008072417773764086,-9.653358200021863e-05,0.7549151683182678,0.0007825325177864268,0.03428201811125485,179,38,141,8.932960893854748,1.394736842105263,10.964539007092199,1.3329146703371524,0.014827314727475211,1.0,0.9622641509433962,0.9622641509433962,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7603636602768065,0.552340654926869,0.6688617368800645,0.7427275493317038,0.5955613368296538,0.7545900920201823,0.7742882350004259,0.08666666666666667,0.2406848862190054
winequality-red-4.csv,1599,11,0,0.603422034731152,0.6169926311332921,2820.8950335013647,691909.8671253185,1222169.7606790233,6.275899225642083,0.6385156306589947,0.10964381998638556,-0.008072417773764086,-9.653358200021863e-05,0.7549151683182678,0.0007825325177864268,0.03428201811125485,179,38,141,8.932960893854748,1.394736842105263,10.964539007092199,1.3329146703371524,0.014827314727475211,1.0,0.9622641509433962,0.9622641509433962,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.967246575664281,0.9563308810028227,0.9616986975520767,0.9738732795922178,0.8600505145991788,0.9966191504621189,0.9974213870704801,0.13333333333333333,0.3727065697927581
